,substanceBXH,geneSymbol,LocusLinkID,moduleColor,GS.Factor,p.GS.Factor,MM.grey,p.MM.grey,MM.blue,p.MM.blue,MM.brown,p.MM.brown,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.salmon,p.MM.salmon,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.green,p.MM.green,MM.turquoise,p.MM.turquoise
PELP1,PELP1,PELP1,27043,grey,-0.332766846,0.002561613,-0.462572318,1.56059E-05,-0.41022962,0.000157313,-0.241678642,0.030792495,0.611860443,1.64246E-09,0.392849492,0.000312737,-0.392735698,0.000314108,-0.097938899,0.387430948,0.12877434,0.254948251,-0.198131307,0.078109872,-0.151456314,0.17988898,0.122801102,0.277836063
RFC1,RFC1,RFC1,5981,grey,0.332765745,0.002561702,0.362137261,0.000963835,0.387579019,0.000382374,0.318885571,0.003939301,-0.275361981,0.013430565,-0.393017103,0.000310726,0.437521075,4.94381E-05,0.188890257,0.093339615,-0.159250079,0.158250315,-0.165630744,0.142024634,0.242548872,0.030176867,-0.260967651,0.019381967
CENPQ,CENPQ,CENPQ,55166,grey,0.332764617,0.002561794,0.243270631,0.02967417,0.213180244,0.057614466,0.208089148,0.063990656,-0.263445177,0.01822016,-0.164416047,0.145012807,0.009418754,0.93391528,0.073872694,0.514898606,-0.190210098,0.091031489,-0.103940402,0.358866021,0.093408992,0.409865537,-0.078481016,0.488952268
MMP20,MMP20,MMP20,9313,grey,-0.332505728,0.002582906,-0.311160812,0.004963264,-0.296062536,0.007665709,-0.046477273,0.68225778,0.29230103,0.008513394,0.188847422,0.093415288,-0.046418942,0.682635225,-0.202296772,0.071927645,-0.06747642,0.552039189,0.219908534,0.049992236,-0.033374167,0.768840865,0.048836441,0.667058482
PLCXD1,PLCXD1,PLCXD1,55344,grey,0.33239787,0.002591748,0.316768906,0.004199261,0.219778338,0.050131441,0.382175666,0.000468274,-0.347108655,0.001607923,-0.087655804,0.439422974,0.355076225,0.001229622,0.19263737,0.086904398,-0.457207272,2.01308E-05,-0.028721568,0.800343518,0.213981411,0.056659941,0.150037153,0.184050715
PRSS12,PRSS12,PRSS12,NA,grey,0.332397071,0.002591814,0.341673571,0.0019232,0.282038634,0.011257296,0.403768329,0.000203992,-0.370416848,0.00071927,-0.285054222,0.010380642,0.366237828,0.000834585,0.081534625,0.472147929,-0.349652267,0.001477069,0.017397828,0.878261549,0.221944627,0.047856284,-0.111636807,0.324191563
P3H2,P3H2,P3H2,55214,grey,0.332391641,0.00259226,0.311930465,0.004851597,0.274683144,0.013670655,0.499308017,2.42139E-06,-0.246939122,0.027226948,-0.234139721,0.036581701,0.111866355,0.323191399,0.196568628,0.080535762,-0.437027463,5.0529E-05,-0.037923768,0.738393026,0.226649824,0.043206949,-0.065897486,0.561401892
MKLN1,MKLN1,MKLN1,4289,grey,-0.332366491,0.002594326,-0.26303435,0.018408573,-0.227122892,0.042760953,-0.325684629,0.003198464,0.159651067,0.157191754,-4.47657E-05,0.999685558,-0.155143946,0.169396271,-0.491281278,3.70637E-06,0.411063633,0.000152065,0.084828524,0.454376876,0.177279171,0.115680348,-0.2346053,0.03619957
PDE11A,PDE11A,PDE11A,NA,grey,0.332352955,0.002595438,0.236826999,0.034421723,0.153845792,0.17303741,0.452483874,2.51006E-05,-0.179201343,0.11172134,-0.109592322,0.33318669,0.321567975,0.003630499,0.154544467,0.171070659,-0.547317049,1.49255E-07,-0.228262373,0.041702329,0.445989865,3.38174E-05,-0.025608434,0.821605213
SRCAP,SRCAP,SRCAP,10847,grey,0.332329493,0.002597368,0.357251527,0.001141413,0.328512998,0.002928875,0.510414418,1.31941E-06,-0.309882231,0.005153812,-0.193216025,0.085942714,0.240916262,0.031340484,0.503069551,1.97605E-06,-0.469304374,1.12691E-05,-0.363979692,0.000903666,0.018381675,0.871434404,0.093885653,0.407469815
DAAM2,DAAM2,DAAM2,23500,grey,-0.332255605,0.002603452,-0.478621195,7.09931E-06,-0.510625483,1.30401E-06,-0.128565221,0.255727143,0.481593983,6.10859E-06,0.344151367,0.001773148,-0.309228059,0.005253789,-0.35970799,0.001048727,-0.047156254,0.67787004,0.154145975,0.172190382,0.024578912,0.828665693,-0.014738473,0.896758524
SNX19,SNX19,SNX19,399979,grey,0.332192212,0.002608683,0.390451388,0.000342835,0.325872601,0.003179882,0.350569049,0.001432317,-0.405627256,0.000189401,-0.270528442,0.015222627,0.490655912,3.82963E-06,0.238842554,0.032872696,-0.268421604,0.016066173,-0.231729569,0.038614148,0.180901109,0.108308477,-0.00590316,0.958553454
TAP2,TAP2,TAP2,6891,grey,0.3321767,0.002609964,0.282119248,0.011233047,0.209358053,0.062350338,0.295099621,0.007875325,-0.281818341,0.011323791,-0.226669184,0.043188622,0.462503284,1.56575E-05,0.00593917,0.958300852,-0.302157996,0.006448988,-0.096787797,0.393061079,0.396566389,0.000270848,-0.05349279,0.63745397
MSANTD2,MSANTD2,MSANTD2,79684,grey,-0.332129748,0.002613846,-0.308505974,0.005366136,-0.233983826,0.036710405,-0.492564269,3.46506E-06,0.236060605,0.035026557,0.180637646,0.108832106,-0.264245172,0.017858015,-0.341976993,0.00190423,0.43677954,5.10853E-05,0.118390048,0.295592966,0.038832049,0.73236063,-0.140385791,0.214218813
FOXA2,FOXA2,FOXA2,3170,grey,0.332121895,0.002614495,0.230404401,0.039771172,0.142208885,0.208267838,0.45522387,2.20938E-05,-0.205268404,0.067762327,-0.096399238,0.39497247,0.126016986,0.265348698,0.218551935,0.051458408,-0.490893083,3.78244E-06,-0.263157215,0.01835205,0.222910078,0.046870089,0.081227188,0.473825534
UTS2,UTS2,UTS2,10911,grey,-0.332108092,0.002615638,-0.290203574,0.00902089,-0.296796234,0.007509298,-0.257470414,0.02112964,0.221563435,0.048250346,0.409098993,0.000164694,-0.241513666,0.030910388,-0.050229321,0.658146656,0.01181343,0.917166835,0.11773277,0.298301268,-0.018683279,0.869343354,0.387969115,0.000376769
HEXB,HEXB,HEXB,3074,grey,0.332104032,0.002615974,0.418211461,0.000113282,0.467153081,1.25141E-05,0.12929789,0.253005323,-0.403482861,0.000206323,-0.247004784,0.027184751,0.298179667,0.007221994,0.465775304,1.33778E-05,0.077673955,0.493445804,-0.232644498,0.03783179,-0.214760766,0.055743826,0.136268604,0.228098111
ASAP1,ASAP1,ASAP1,50807,grey,-0.332068944,0.00261888,-0.282917798,0.010995294,-0.34883478,0.001518034,-0.419175588,0.000108816,0.078114208,0.490991893,0.468988598,1.14443E-05,-0.145313231,0.198406771,-0.103612824,0.360390826,0.037056942,0.744164867,0.379033861,0.000526,-0.158789031,0.159473959,0.474108803,8.89489E-06
COL18A1,COL18A1,COL18A1,80781,grey,-0.331962917,0.00262768,-0.419097803,0.00010917,-0.426791682,7.88557E-05,-0.211891249,0.059177678,0.449774286,2.84458E-05,0.35922345,0.00106645,-0.383812833,0.000440547,-0.190999335,0.08967293,0.043326711,0.702753576,-0.011250169,0.921103331,0.027755472,0.806926904,0.117418194,0.299603202
SCN8A,SCN8A,SCN8A,6334,grey,-0.33192152,0.002631123,-0.387368448,0.000385431,-0.360982063,0.001003394,-0.071147906,0.530563356,0.450190566,2.79062E-05,0.101448463,0.370565369,-0.217810501,0.052274529,-0.426229653,8.07734E-05,0.119750432,0.290038977,0.028231608,0.80368061,-0.070630069,0.533566984,-0.205985615,0.066786739
MB,MB,MB,4151,grey,0.331887377,0.002633966,0.196879812,0.080047957,0.182255844,0.105646778,0.388867755,0.000364144,-0.122596713,0.278642755,-0.082453286,0.467154207,0.124450329,0.271383897,0.274567491,0.013711927,-0.29040074,0.008972082,-0.278821261,0.012263016,-0.053776958,0.635664902,0.104442568,0.356536285
HAND2,HAND2,HAND2,9464,grey,0.331767479,0.002643971,0.344250533,0.001767369,0.339434589,0.002068521,0.519601289,7.85466E-07,-0.285360351,0.010295071,-0.471860543,9.94067E-06,0.157714445,0.162353181,0.130562933,0.248352489,-0.223440664,0.046335282,-0.198620027,0.077363281,0.084726317,0.45492268,-0.306127377,0.005751405
GTF2F1,GTF2F1,GTF2F1,2962,grey,0.331609864,0.002657174,0.295131075,0.007868399,0.30419479,0.006082235,0.257029965,0.021359009,-0.199549637,0.075958906,-0.239570629,0.032327727,0.105222508,0.352936435,0.363191385,0.000928979,-0.107777437,0.341302673,-0.445979036,3.3834E-05,-0.098049862,0.386890783,-0.087185854,0.44188923
SV2C,SV2C,SV2C,22987,grey,-0.331588554,0.002658964,-0.271469895,0.014858221,-0.20794916,0.064173739,-0.167301734,0.137990061,0.207021766,0.06539737,0.095286153,0.400478358,-0.196879163,0.080048973,-0.200980714,0.0738369,0.187491709,0.095835372,0.086100613,0.447614072,-0.066791295,0.556092573,-0.113353457,0.31675977
NEUROG3,NEUROG3,NEUROG3,50674,grey,0.331515867,0.002665077,0.280185859,0.011827302,0.168049163,0.136213701,0.335793767,0.002326012,-0.273153626,0.014225274,-0.081849352,0.470433871,0.215765221,0.054580993,0.143702931,0.203479317,-0.474978912,8.51855E-06,0.014661887,0.89729208,0.08527832,0.451979194,0.067735332,0.550511105
HCRT,HCRT,HCRT,3060,grey,0.331336513,0.002680213,0.259064259,0.020317127,0.161545808,0.152260962,0.441910053,4.0657E-05,-0.217669958,0.052430419,-0.188664979,0.09373814,0.135668095,0.230173782,0.127886269,0.258267158,-0.378223129,0.000541916,-0.301669204,0.006539852,0.016659645,0.883389837,-0.044920418,0.692358212
WDR7,WDR7,WDR7,23335,grey,-0.331265591,0.00268622,-0.248531262,0.026219248,-0.258898559,0.020400334,-0.518626246,8.30517E-07,0.055974416,0.621901077,0.298717286,0.007112981,-0.194823948,0.083314681,-0.298984554,0.007059329,0.255614474,0.022110592,0.310834231,0.005011331,0.118484673,0.295204402,0.141056499,0.21201565
ZFHX3,ZFHX3,ZFHX3,463,grey,-0.331249538,0.002687581,-0.444709003,3.58397E-05,-0.462945328,1.53296E-05,-0.284120781,0.010645406,0.445986796,3.38221E-05,0.425514037,8.32776E-05,-0.314375479,0.004511499,-0.266290942,0.016959932,0.152102174,0.178017852,0.063341126,0.576718244,-0.05580403,0.622963749,0.16885148,0.134326217
RBM38,RBM38,RBM38,55544,grey,-0.331161138,0.002695089,-0.407603997,0.000174944,-0.458685192,1.87753E-05,-0.29326653,0.008288321,0.427646986,7.60181E-05,0.60399391,3.00434E-09,-0.140795721,0.212870347,-0.10382535,0.359401112,-0.118017273,0.297126988,0.320126431,0.003793657,-0.049530811,0.662609958,0.460850593,1.69424E-05
USP14,USP14,USP14,9097,grey,0.330979535,0.00271057,0.400899152,0.000228557,0.340167508,0.002019899,0.132885742,0.2399628,-0.473243682,9.28446E-06,-0.062315752,0.582915548,0.378368029,0.000539039,0.30263814,0.006360818,-0.287146961,0.009807844,-0.050922646,0.653728274,0.257083629,0.021330949,0.292671926,0.008426306
NECTIN2,NECTIN2,NECTIN2,5819,grey,0.33088829,0.002718379,0.386273853,0.000401685,0.324461309,0.003321781,0.500124059,2.31742E-06,-0.408676454,0.000167533,-0.265674964,0.017226162,0.248638828,0.026152322,0.319962597,0.003812608,-0.494754031,3.08698E-06,-0.109236925,0.334766292,0.2632253,0.018320793,-0.042740478,0.706591309
PCYT2,PCYT2,PCYT2,5833,grey,-0.330835539,0.002722902,-0.485696412,4.95284E-06,-0.511171845,1.2649E-06,-0.233850018,0.036821176,0.528681655,4.63335E-07,0.437797685,4.88364E-05,-0.242256457,0.030382563,-0.346165196,0.001659059,-0.068198871,0.547780444,0.050723191,0.654998135,0.203822743,0.069763723,0.078320481,0.489844365
PRKRA,PRKRA,PRKRA,8575,grey,0.330834901,0.002722957,0.455117626,2.22038E-05,0.506395676,1.64765E-06,0.194127794,0.08444455,-0.448751455,2.98133E-05,-0.374862219,0.000612697,0.296931763,0.007480715,0.443532315,3.77963E-05,0.005060863,0.96446313,-0.383933227,0.000438568,0.064623685,0.569009691,-0.039346001,0.72895433
FUT9,FUT9,FUT9,10690,grey,0.330833895,0.002723044,0.236891182,0.03437147,0.202638411,0.071438555,0.536665057,2.8758E-07,-0.163467141,0.1473798,-0.290920633,0.008844489,0.256143401,0.02182715,0.112848661,0.318933687,-0.399944806,0.000237313,-0.353093893,0.001315334,0.249588212,0.025567885,-0.263715164,0.018097243
ZNF266,ZNF266,ZNF266,10781,grey,0.3308303,0.002723352,0.450523445,2.74816E-05,0.429075978,7.14877E-05,0.248410622,0.026294481,-0.445486612,3.45989E-05,-0.331250679,0.002687485,0.13671726,0.226555882,0.268371968,0.016086523,-0.100491596,0.37511875,0.012078546,0.915314689,-0.070882059,0.532104305,-0.002078213,0.98540306
DKK3,DKK3,DKK3,27122,grey,0.330662658,0.002737775,0.247041527,0.027161162,0.347859808,0.001568232,0.322948315,0.003480162,-0.043437353,0.702030094,-0.41639062,0.000122182,-0.005299242,0.962790421,0.134283254,0.235010621,0.04665193,0.681128094,-0.340827142,0.00197702,-0.056396538,0.619271692,-0.423416858,9.10371E-05
GPT,GPT,GPT,2875,grey,-0.330620354,0.002741425,-0.451231679,2.65981E-05,-0.404722967,0.000196374,-0.19860641,0.077384006,0.575279466,2.38356E-08,0.255585898,0.022125994,-0.28103346,0.011563496,-0.356368752,0.001176494,0.180479745,0.109146871,0.061348207,0.588791113,-0.071964926,0.525841541,-0.062717774,0.580482121
PRPF40A,PRPF40A,PRPF40A,55660,grey,-0.33040508,0.002760068,-0.28839976,0.009478325,-0.195381301,0.082418772,-0.387666549,0.00038111,0.298004909,0.007257745,0.170761952,0.129911643,-0.311643944,0.004892905,-0.093928784,0.407253442,0.525649745,5.53576E-07,0.060664873,0.592956855,-0.352943478,0.001322053,0.049557745,0.662437639
HTR4,HTR4,HTR4,3360,grey,-0.330352952,0.0027646,-0.416899484,0.000119631,-0.327101349,0.003060775,-0.267102694,0.016614502,0.545929644,1.62775E-07,0.263907043,0.018010319,-0.395582847,0.000281399,-0.254362022,0.022794302,0.218412198,0.051611416,0.045714922,0.687196855,0.010729576,0.924743323,-0.06334706,0.576682465
H4C2,H4C2,H4C2,8366,grey,-0.330328855,0.002766697,-0.343778305,0.001795043,-0.370837139,0.000708516,-0.126173457,0.264750949,0.262135051,0.018826852,0.236012181,0.035065069,-0.142529776,0.207232664,-0.322413115,0.00353778,-0.078493475,0.488883067,0.197692318,0.078785388,0.113535553,0.315977912,0.032224746,0.776591002
